name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
hs_ashlands_sidetable_brigames.blueprint	hs_ashlands_sidetable_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	6	0.7x0.8x1.2	ashlands(4)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	6b6315c37fceb8011f31a78da0eb487c383a11fab4f4fdd851ce42f5375b6f57	6 pieces, 3 prefabs, 0.7x0.8x1.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_barstool_brigames.blueprint	hs_ashlands_barstool_brigames.blueprint	flavour	module	PLACES_CLEAN	True	derived	4	0.6x0.5x1.1	ashlands(2)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	4e3a1de363553df669aee0d7cb226f7c7dfb71c7c35ff15e3fdce473d2abf9db	4 pieces, 3 prefabs, 0.6x0.5x1.1 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_madzobuild_coffeetable.blueprint	hs_ashlands_madzobuild_coffeetable.blueprint	flavour	module	PLACES_CLEAN	True	derived	4	0.6x0.8x0.5	ashlands(4)	blueprint	Madzobuild	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0de7c847036390d74cea27242fb47b9375668b1775ba9a7228eaddf7ecc4dd53	4 pieces, 2 prefabs, 0.6x0.8x0.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	12 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
sample_snap.blueprint	sample_snap.blueprint	flavour	module	PLACES_CLEAN	True	derived	4	2.0x0.0x2.0	meadows(4)	blueprint	Homestead	GPL-3.0	reference	sighsorry1029/Homestead	sighsorry1029/Homestead	1deb748026e3463e5a3cd9722d856aa8d69a87cfbb18d37fbfba4c0b541b6882	4 pieces, 1 prefabs, 2.0x0.0x2.0 m, 0 stations, 0 beds, 0 portals	source biome tag: none; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	
sh_firtree_light_black.blueprint	sh_firtree_light_black.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.2x7.5	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	81cb215f09d3ed95f5661ab9672026cfc18cc03ac51dba033b1f222b9e35efb1	2-piece coloured fir-tree light	rejected -- mod-only prefab, 50% unresolved	50.0% missing: CL_Raw_Black_small x1
sh_firtree_light_blue.blueprint	sh_firtree_light_blue.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.3x6.9	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	5817f5a2b656f7f5f0cdce4684fd4a3c3068006bd6cf048083d9cdfee9bc167a	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Blue_small x1
sh_firtree_light_green.blueprint	sh_firtree_light_green.blueprint	flavour	module	UNUSABLE	True	curated	2	0.4x0.1x7.4	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	595f95ff4cdc2339e6b5be254184ac4c1dcb31afa929c56c160ed6507a1cb810	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Green_small x1
sh_firtree_light_orange.blueprint	sh_firtree_light_orange.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.3x7.4	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	5477e4127231da69140c994b5ffdd6f7bbd7dabea2cb7b764b075752df1f6e67	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Orange_small x1
sh_firtree_light_purple.blueprint	sh_firtree_light_purple.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.3x7.4	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	7dd79e42e1609ab74e3257dc647aad110496129b1e10bfdcd68f86d50341f255	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Purple_small x1
sh_firtree_light_red.blueprint	sh_firtree_light_red.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.3x7.7	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	a568b5fe029a13f77fa274307eafa37a8aa6b7040ce1335cb9bb50d6e2da57d1	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Red_small x1
sh_firtree_light_yellow.blueprint	sh_firtree_light_yellow.blueprint	flavour	module	UNUSABLE	True	curated	2	0.3x0.2x7.6	meadows(2)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	cf5e29d7d7aef2e616047d716868de64c8ffd06bbad60df4ebc47446a28e82df	2-piece coloured fir-tree light	rejected -- mod-only prefab	50.0% missing: CL_Raw_Yellow_small x1
hs_ashlands_neletit_parthenon.blueprint	hs_ashlands_neletit_parthenon.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	9580	24.0x46.0x17.5	ashlands(8327)	blueprint	Neletit	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	2713aac8c8b867bf721f9eee486c3077221742fadb8f2f72f1b82a1d40679bcf	9580 pieces, 43 prefabs, 24.0x46.0x17.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	75 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
brokkr-the-cathedral__3060609d536b.blueprint	brokkr-the-cathedral.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	8269	87.2x91.7x61.2	mistlands(626)	blueprint	Oosdevfifty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	3060609d536bf8ab73f64ec15103689d8324c122f4b1abde432d50f4684d07b4	cathedral; two divergent copies exist under this name -- SavheimIV 87 x 92 x 61 m, valheim_mod_sync 85 x 86 x 53 m	capital landmark. Both place clean; the SavheimIV copy is the larger of the two	
brokkr-the-cathedral__8127bac49f36.blueprint	brokkr-the-cathedral.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	8240	85.3x85.6x53.4	mistlands(626)	blueprint	Brokkr	none stated	reference	offsetkeyz/valheim_mod_sync	offsetkeyz/valheim_mod_sync	8127bac49f36600435b33210038f2544b1a0edd790da2b84e222152619b523d7	cathedral; two divergent copies exist under this name -- SavheimIV 87 x 92 x 61 m, valheim_mod_sync 85 x 86 x 53 m	capital landmark. Both place clean; the SavheimIV copy is the larger of the two	
arty-dragontavern.blueprint	arty-dragontavern.blueprint	flavour	setpiece	PLACES_WITH_GAPS	True	curated	6852	42.8x50.6x13.0	swamp(111)	blueprint	Arty	none stated	reference	fleet corpus	fleet corpus	bae11c44b77c4658107550b15eb8eb9947d27108bd8a211183b6e2f10f7311b5	dragon-themed tavern	settlement centre	0.1% missing: Totem3 x5, Totem2 x2; mod-supplied: rk_brazier (TimedTorchesStayLit); ZDO spam: itemstandh x200, sign x188, itemstand x124
hs_ashlands_sheepshank_stoneportalhub.blueprint	hs_ashlands_sheepshank_stoneportalhub.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	6747	55.9x62.7x12.0	ashlands(2552)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b18a43d26a212fbb6b05fb0084f89f609a5c5e0575bda7a8c9eb15b92458053d	6747 pieces, 56 prefabs, 55.9x62.7x12.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	178 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_arbby_sherma_6785.blueprint	hs_ashlands_arbby_sherma_6785.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	5942	43.5x45.8x54.8	ashlands(2081)	blueprint	Cornboy	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	dae7efc6d67913c92e3c3db74bcfbe6ecf4409588e7c6783e927cd86bca0824c	5942 pieces, 13 prefabs, 43.5x45.8x54.8 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	117 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
magic-tower.blueprint	magic-tower.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	5895	17.4x17.4x36.8	ashlands(1021)	blueprint	Olivanderr	none stated	reference	fleet corpus	fleet corpus	6f40c2ed25d3e12f99c569a49555379bf17f28eb0a8f3bf50abcca53454f2d5c	wizard tower, 17 x 17 x 37 m	Mistlands landmark	ZDO spam: piece_groundtorch_mist x1853
arty-magetower.blueprint	arty-magetower.blueprint	flavour	setpiece	PLACES_WITH_GAPS	True	curated	4948	36.7x33.4x44.1	mistlands(76)	blueprint	Arty	none stated	reference	fleet corpus	fleet corpus	bd89c8daa098723769d4c66e6eb761a6b069f8b2594c26d9e6ca0c2faf6b79d2	mage tower, 37 x 33 x 44 m	Mistlands landmark	0.36% missing: MarketPlaceNPC x10, Odins_Alchemy_Book x3, opalchemy x2, opcauldron x2, piece_jackopumpkin x1; mod-supplied: piece_augmenter (EpicLoot), rk_brazier (TimedTorchesStayLit), OH_Blue_Mushrooms (OdinsFoodBarrels); ZDO spam: itemstand x558, itemstandh x130
hs_ashlands_admin_veseljko_one_way_maze.blueprint	hs_ashlands_admin_veseljko_one_way_maze.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	4554	55.1x60.2x13.9	mistlands(2711)	blueprint	Admin Veseljko	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0c32337619078d97b0b89823f1fa5b1e8772a6182022193ce71167e8485bd4b5	4554 pieces, 10 prefabs, 55.1x60.2x13.9 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	178 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_harbor.blueprint	hs_ashlands_harbor.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	4381	77.4x64.6x16.5	ashlands(2480)	blueprint	Thysicus	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	527936734386830d9e6c78424b9d1a3360f7494a7213e3250dae0a35724107da	4381 pieces, 46 prefabs, 77.4x64.6x16.5 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	224 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_jorykstombfinal.blueprint	hs_ashlands_sheepshank_jorykstombfinal.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	4286	42.9x42.1x43.1	ashlands(2092)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	39b49564ef314e9f3db9a1df8f3a95ee60df2f3b77b6909862df8f6ce2c28855	4286 pieces, 78 prefabs, 42.9x42.1x43.1 m, 0 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	117 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
shop.blueprint	shop.blueprint	flavour	setpiece	PLACES_WITH_GAPS	True	curated	4131	51.3x53.8x25.4	ashlands(493)	blueprint	Olivanderr	none stated	reference	fleet corpus	fleet corpus	d0d61ad407d1fa74d52c03cd7eb3b64930b8231bc0278d0f20a6e389473b4978	market hall, 51 x 54 m, 163 itemstands	trader settlement	0.61% missing: h_chain x7, h_window_08 x4, h_window_05 x3, $custompiece_newshelf x2, $custompiece_wallshelf x2, $custompiece_picnicbasket x1; ZDO spam: itemstandh x163
brokkr-the-execution.blueprint	brokkr-the-execution.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	3873	53.4x49.8x33.5	swamp(104)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	2f5485377c7af2381142b860b4c4630783303b4bfcc8d13daf8666feea081459	execution-yard keep, 53 x 50 x 34 m, 5 stations	grim landmark	
hs_ashlands_badmin_fallen_angel.blueprint	hs_ashlands_badmin_fallen_angel.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	3221	15.4x26.2x32.8	ashlands(2762)	blueprint	BaDmIn	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	a66f89ec753684cce20cb812d01316674aa8a08d4714823a98636cfed47deac4	3221 pieces, 16 prefabs, 15.4x26.2x32.8 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	44 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
brokkr-the-sacrifice.blueprint	brokkr-the-sacrifice.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	3081	78.3x76.8x35.6	mistlands(84)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	3a13518bc5d2d6accbecee6735e2a1c8f31b8dac403e4461d0f6ec875aa42466	temple complex, 78 x 77 x 36 m, 11 stations	Mistlands landmark	
hs_ashlands_badmin_valkyriecorrected.blueprint	hs_ashlands_badmin_valkyriecorrected.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	3079	29.5x37.1x38.1	ashlands(2666)	blueprint	BaDmIn	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c558e7f4236ef2340bb4266b15bef8959fd0345782a92662b4ca60cc0c176db0	3079 pieces, 15 prefabs, 29.5x37.1x38.1 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	78 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_eventyr.blueprint	hs_ashlands_eventyr.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2695	47.8x36.0x20.6	ashlands(627)	blueprint	叶奈法	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1d5a81e32859d911d9af20c96e40279d1b007ed3ba30d6aab552efbf2716b642	2695 pieces, 36 prefabs, 47.8x36.0x20.6 m, 0 stations, 0 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	99 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
PuP_mag-tower.blueprint	PuP_mag-tower.blueprint	flavour	setpiece	PLACES_CLEAN	True	curated	2461	24.4x20.9x35.5	ashlands(12)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	eae8b106ed2bb2cb2aa7fbc7aa8ec551e5ad81e82445bd9ae298875b751f2925	mage tower, 24 x 21 x 36 m	Mistlands landmark	
hs_ashlands_lotusandlily.blueprint	hs_ashlands_lotusandlily.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2390	40.7x40.8x21.4	ashlands(1740)	blueprint	Ivor The Smol	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b3676fee5fa16885f399f13205b1b136cac5cbb1ee39f152cf886f8d8ff1dc19	2390 pieces, 5 prefabs, 40.7x40.8x21.4 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	100 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_church_of_restless.blueprint	hs_ashlands_church_of_restless.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2213	35.7x29.7x43.1	ashlands(925)	blueprint	Ivor The Smol	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7cffbce915c62b781a4b8e734bb7b35519823920f7c50e48712b5b6069e486c2	2213 pieces, 65 prefabs, 35.7x29.7x43.1 m, 0 stations, 0 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	72 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_badmin_freyja.blueprint	hs_ashlands_badmin_freyja.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2136	20.7x13.5x29.2	ashlands(1182)	blueprint	BaDmIn	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	36eee0887b1cfdd6cf0b8c323c51094109cb26116cdda4e2d4f7f72b44d3f430	2136 pieces, 20 prefabs, 20.7x13.5x29.2 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	38 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_the_architect_leifcotraders.blueprint	hs_ashlands_the_architect_leifcotraders.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2046	22.5x22.6x20.0	ashlands(1537)	blueprint	The Architect	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	5f3aa48545031cd0eb9b992f62c6d55740eb9ed01aef905e2fa6f51b464ab840	2046 pieces, 55 prefabs, 22.5x22.6x20.0 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	49 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_giant_cake_on_stand.blueprint	hs_ashlands_giant_cake_on_stand.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2016	24.2x24.1x37.4	ashlands(817)	blueprint	Ivor The Smol	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ece429fada9d755d546e20676616188524e3d435ea8cc0e115230d61f10cb4e7	2016 pieces, 17 prefabs, 24.2x24.1x37.4 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	60 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_ugm_stavechurch.blueprint	hs_ashlands_ugm_stavechurch.blueprint	flavour	setpiece	PLACES_CLEAN	True	derived	2009	53.7x25.6x42.4	ashlands(614)	blueprint	Builder	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	4daf0d9bc00f98fe0bb5e9d41b94356b3734f76cf182664b7e15361d765462dc	2009 pieces, 62 prefabs, 53.7x25.6x42.4 m, 0 stations, 0 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	94 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
loki_ruins2.blueprint	loki_ruins2.blueprint	flavour	setpiece	PLACES_WITH_GAPS	True	curated	1994	33.2x44.7x35.6	mistlands(77)	blueprint	Oosdevfortyone	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	900f47e4e09f1d2bd16855bc6d668c9bb7e8cb76280132093e6e6fc64eb90fd3	ruin complex, 33 x 45 x 36 m, 1994 pieces	Mistlands ruins landmark	0.35% missing: CL_Raw_Black x3, CL_Raw_Blue x2, CL_Raw_White x2
